tmdbId,title,clean_overview
5955,The Pledge,police chief retire pledges help woman find daughter killer
17474,The Man in the Moon,maureen trant younger sibling dani share strong connection local boy court foster threatens throw bond balance dani court meet first flirtatious rapport meets maureen falls hard begin passionate affair new couple try keep love hidden dani soon learns truth disavowing sister heartbreaking accident later reunites girls
11191,Mystic Pizza,three teenage girls come age working pizza parlor mystic connecticut
2613,Prelude to a Kiss,couple fall love despite girl pessimistic outlook struggle come terms relationship something supernatural happens tests
22021,Coffy,younger sister gets involved drugs severely injured contaminated heroin nurse sets mission vengeance vigilante justice killing drug dealers pimps mobsters cross path
22048,Foxy Brown,voluptuous black woman takes job prostitute order get revenge mobsters murdered boyfriend
17006,I'm Gonna Git You Sucka,jack spade returns army old ghetto neighbourhood brother june bug dies jack declares war big powerful local crimelord army led john slade childhood idol used fight bad guys 70s
26333,Untamed Heart,caroline young waitress seems bad taste men way home one night thugs attempt rape adam mysterious busboy works diner helps fight assailants begins relationship fellow minnesotans happy meanwhile couple face difficulties caroline finds adam past including unique health condition
16723,Sugar & Spice,jack diane find unexpected adult situation comes rescue order help friend diane goes cheerleader gone taking little project known bank robbery things way sugar spice forever changing friendship future nation notion teen spirit
2018,The Wedding Planner,san francisco premiere wedding planner mary fiore rescued accident man dreams paediatrician steve edison find latest client mary continues making wedding arrangements steve put string uncomfortable situations force face mutual attraction
10499,Die Stille nach dem Schuss,rita vogt radical west german terrorist abandons revolution settles east germany new identity provided east german secret service lives constant fear cover blown unavoidably happens german
47943,"Harry, un ami qui vous veut du bien",harry knew michel high school meet accident harry inserts michel life things take sinister turn
74340,Amazing Grace and Chuck,chuck murdock boy montana son military jet pilot becomes anxious seeing minuteman missile school field trip protests existence nuclear weapons refusing play baseball results forfeit little league game team amazing grace smith fictional boston celtics player played nba star alex english decides join boy protest resigning professional basketball gives nationwide coverage inspiring pro athletes join protest nuclear weapons film reaches climax president united states personally meets chuck admiring resolve time explaining practical difficulties disarmament sinister forces meanwhile threaten lives amazing grace agent lynn
5709,Amazon Women on the Moon,acclaimed director john landis animal house blues brothers presents madcap late night tv films sitcoms packed sketches stitches centered around television station features movie interspersed series wild commercials wacky shorts weird specials lampoon contemporary life pop culture skewers silliest spectacles ever created name entertainment truly outrageous look best worst television offer
11215,Baby Boom,life thrown turmoil inherits baby distant relative
26477,Back to the Beach,cowabunga surfing ride new wave frankie annette star hip update beach movies special appearances bob denver tony dow herman jerry mathers familiar faces frankie annette grow kids midwest return la visit daughter shacked boyfriend tries hide fact begin marriage problems frankie runs connie erected shrine night club punk son joined local surf toughs things come head toughs challenge good guys surfing duel
10937,Barfly,downtrodden writer henry distressed goddess wanda exactly husband wife wedded bar stools like barfly captures giddy attempts make go life skids
4639,Best Seller,hit man cleve approaches dennis story next book cleve made living working one powerful politicians country get story right travel around country gather statements evidence strong forces use means keep story untold
96,Beverly Hills Cop II,axel heads land sunshine palm trees find shot police captain andrew bogomil thanks couple old friends axel investigation uncovers series robberies masterminded heartless weapons chase
90,Beverly Hills Cop,freewheeling detroit cop pursuing murder investigation finds dealing different culture beverly hills
11028,The Big Easy,remy mcswain new orleans police lieutenant investigates murder local mobster investigation leads suspect fellow members police force may involved
19324,Born in East L.A.,rudy american hispanic descent whose looks show mercy immigration raid migrant worker factory luck goes caught neither money id deported mexico without speaking word spanish
19933,The Brave Little Toaster,group dated appliances finding stranded summer home family sold decide seek young 8 year old master
12919,Can't Buy Me Love,nerdy high schooler ronald miller rescues cheerleader cindy mancini parental punishment accidentally destroys mother designer clothes ronald agrees pay outfit one condition act though couple entire month days pass however cindy grows fond ronald making popular ronald former best friend gets left behind realizes social success everything
15785,Cherry 2000,successful businessman sam treadwell finds android wife cherry model 2000 blown fuse hires sexy renegade tracker johnson find exact duplicate journey replace perfect mate leads treacherous lawless region zone treadwell learns hard way perfect woman made computer chips diodes
31701,Cop,obsessive insubordinate homicide cop convinced serial killer loose hollywood area disobeys orders order catch
17159,Eddie Murphy Raw,eddie murphy delights shocks entertains celebrity impersonations observations love sex marriage remembrance mom hamburgers much
10110,Empire of the Sun,jamie graham privileged english boy living shanghai japanese invade force foreigners prison camps jamie captured american sailor looks camp together even though separated parents hostile environment jamie maintains dignity youthful spirit providing beacon hope others held captive
18935,Ernest Goes to Camp,ernest lovable loser works summer camp handyman dreams becoming guidance counselor must find way inspire group juvenile delinquents stopping shady strip mining company closing camp well
764,The Evil Dead,five vacationing college students unwittingly resurrect demonic spirits book dead escape guilty must punished
15658,Flowers in the Attic,death husband mother takes kids live grandparents huge decrepit old mansion however kids kept hidden room attic visited mother becomes less less concerned failing health concerned inheritence plans win back dying father
4918,The Fourth Protocol,led kim philby plan aurora plan breaches fourth protocol turns fears shaped living nightmare crack soviet agent placed cover quiet english country town begins assemble nuclear bomb whilst mi5 agent attempts prevent detonation
28368,Gardens of Stone,sergeant must deal desires save lives young soldiers sent vietnam continuously denied chance teach soldiers experiences settles trying help son old army buddy
52780,The Glass Menagerie,son longs escape stifling home genteel mother worries future prospects lame shy sister
26156,Hiding Out,successful stock broker called court testify mob boss inside trading andrew morenski must become max hauser go back high school protection mob
34101,Hollywood Shuffle,aspiring actor stand employee bobby taylor catches ire grandmother auditioning role regrettably titled exploitation film jivetime jimmy revenge tinseltown studios casts taylor title role series conflicted dreams satirizing stereotypes hollywood must reconcile career goals desire remain positive role model little brother
32054,Hope and Glory,man recalls childhood growing around london world war ii
2614,Innerspace,test pilot tuck pendleton volunteers test special vessel miniaturization experiment accidentally injected neurotic hypochondriac jack putter tuck must convince jack find lydia maxwell help extract tuck ship oxygen runs
12704,Ishtar,two terrible lounge singers get booked play gig moroccan hotel somehow become pawns international power play cia emir ishtar rebels trying overthrow regime
580,Jaws: The Revenge,another deadly shark attack ellen brody decides enough new england amity island moves caribbean join son michael family great white shark followed hungry lives
24828,Leonard Part 6,separating wife leonard parker cosby quit spy business became restaurateur wife refuses speak daughter changes career often clothes begun dating man old enough leonard father top government asked come back save world
13703,Less Than Zero,college freshman returns los angeles christmas request discovers former best friend drug habit
36914,Like Father Like Son,jack hammond best chances become medical superintendent clinic completely absorbed work understanding teenage son chris problems school accident one drinks serum switches identities leads course extraordinary complications school work also insight problems feelings
1547,The Lost Boys,mother two teenage sons move seemingly nice quiet small coastal california town yet soon find overrun bike gangs vampires couple teenage friends take upon hunt vampires suspect mysterious murders restore peace calm town
42010,Made in Heaven,deceased drifter mike arrives heaven quickly falls newborn soul annie soon start assignment earth annie leaves mike follows
2608,Maid to Order,spoiled jessie montgomery whose wild behavior spending excesses cause exasperated millionaire father charles wish never visited fairy godmother stella effort save jessie stella casts spell causes charles longer daughter jessie penniless without friend must take maid job earn living hopefully learn lesson
32058,Making Mr. Right,image consultant frankie stone hired tech company teach scientist ulysses robot man winds developing real feelings faux human
10019,Mannequin,jonathan switcher unemployed artist finds job assistant window dresser department store jonathan happens upon beautiful mannequin previously designed springs life introduces emmy egyptian ancient spell despite interference store devious manager jonathan mannequin fall love creating window displays keep struggling store business
11649,Masters of the Universe,world eternia aftermath skeletor war castle grayskull seizing grayskull surrounding city using cosmic key developed locksmith gwildor sorceress skeletor prisoner begins drain waits moon eternia align great eye universe bestow power upon
13509,The Monster Squad,count dracula adjourns earth accompanied frankenstein monster wolfman mummy gillman uglies search powerful amulet grant power rule world heroes monster squad ones daring stand way
51521,My Demon Lover,denny yet left thug boyfriend chip seems doomed stuck awful guys time choose nerdy charles strange kaz turns monster sexually aroused
34379,No Man's Land,rookie cop goes undercover infiltrate gang car thieves led smooth charming ted rookie becomes involved starts enjoy thrill lifestyle game becomes romanticly involved leaders sister
24940,Head Over Heels,ordinary single girl amanda pierce unexpectedly finds sharing awesome manhattan apartment four sexy supermodels determined bring amanda world models give ultimate makeover plan works fabulously amanda connects next door charmer jim winston one night
37302,Left Behind: The Movie,learning millions completely vanished airline pilot journalist others work together unravel mystery left behind
10984,Valentine,four friends start receive morbid valentine cards realise stalked someone spurned 13 years ago masked killer loose valentine day soon approaching
843,花樣年華,two neighbors become intimate discovering spouses affair one another
318,The Million Dollar Hotel,million dollar hotel starts jump roof top clears death hotel burning ground lot strange people living
12806,Krámpack,parents away summer dani invites best friend irrepressible nico stay holidays jealously rears head nico appears interested local girls dani hot summer nights many joints lead experimentation neither boy talk situation complicated appearance older openly gay published writer old friend dani father
9740,Hannibal,successfully eluded authorities years hannibal peacefully lives italy disguise art scholar trouble strikes discovered leaving deserving dead process returns america make contact disgraced agent clarice starling suffering wrath malicious fbi rival well media
10878,Saving Silverman,pair buddies conspire save best friend marrying wrong woman beauty snatches breaks neil diamond cover band
7093,Vatel,1671 war brewing holland penniless prince invites louis xiv three days festivities chateau chantilly prince wants commission general extravagances impress king charge steward vatel man honor talent low birth prince craven longing stature task menial dishonorable give vatel vatel tries sustain dignity finds attracted anne de montausier king newest mistress vatel finds someone authentic living principles within casual cruelties court politics two escape unscathed
16300,Down to Earth,struggling comic lance barton knows like die stage life takes unexpected turn straight heaven lance sure mistake miraculously right angel tells lance taken prematurely assures returned earth aged body ruthless white billionaire improbable reincarnation lance begins hilarious quest realize showbiz dream along way discovers person never imagined could chris rock delivers performance romantic comedy remake heaven wait
19405,Recess: School's Out,school year finally ending detweiler looking forward summer boredom quickly sets friends leave camp uncovers evil plot away summer vacation crazy former principal benedict planning use laser beam alter weather create permanent winter faced dire threat school rounds recess gang bands together unexpected allies miss finster principal prickly nonstop adventure save everyone summer break kids discover heroes inside platoon wacky characters music surprises turn madcap mission major victory fun
1921,Sweet November,nelson man devoted advertising career san francisco one day taking driving test dmv meets sara different women life nelson causes miss taking test later day tracks one thing leads another nelson ends living november change life forever
44412,Company Man,set 1960 school teacher pretends cia spy get nagging wife back helps russian ballet dancer defect sent cuba locate agent x cia
21620,The Price of Milk,lucinda lives fairytale life dairy farmer rob 117 cows freak car accident decides test rob love trying make angry passes tests quilt goes missing bed price getting back high
23685,Monkeybone,car crash sends repressed cartoonist stu coma mischievous monkeybone hilarious wake waystation lost souls monkeybone takes stu body escapes wreak havoc real world stu find way stop sister pulls plug reality forever
12138,3000 Miles to Graceland,ingenious enough plan rob riviera casino count room elvis impersonator convention thomas murphy decided keep money shot partners including michael zane million stake marshals service closing michael must track murphy
48217,La Veuve de Saint-Pierre,1850 isolated french island murder shocks natives two fishermen arrested one louis ollivier dies custody neel auguste sentenced death guillotine island small neither guillotine executioner sent auguste placed supervision army captain
6073,The Mexican,jerry welbach reluctant bagman given two ultimatums first mob boss travel mexico retrieve priceless antique pistol known mexican suffer consequences second girlfriend samantha end association mob jerry figures alive trouble samantha better permanent alternative heads south border
25208,The Caveman's Valentine,romulus misunderstood musician turned recluse hiding personal demons new york city cave finds frozen body young drifter tree authorities including police officer daughter claim death accidental romulus convinced man murdered prominent art photographer prove right everyone thinks insane
19513,Series 7: The Contenders,reality tv program selects six contestants participate holds barred deathmatch must skillfully outwit kill order last person alive
2749,15 Minutes,eastern european criminals oleg emil come new york city pick share heist score oleg steals video camera starts filming activities legal illegal learn american media circus make remorseless killer look like victim make rich target nypd homicide detective eddie flemming fdny fire marshal jordy warsaw cops investigating murder torching former criminal partner filming everything sell local tabloid tv show top story
10050,Get Over It,berke landers popular high school basketball star gets dumped girlfriend allison soon begins lose help best friend felix sister kelly follows ex school spring musical thus ensues love triangle loosely based upon shakespeare midsummer night dream berke find getting allison beginning fall kelly
95682,Long Night's Journey Into Day,documentary tells four stories apartheid south africa seen eyes truth reconciliation commission
2302,Avalon,family comes beginning twentieth century family children try make better future promised land
32686,Gray's Anatomy,film documents often dramatic humorous fashion gray investigations alternative medicine eye condition macular pucker developed
51802,Of Mice and Men,intellectually disabled giant level headed guardian find work sadistic cowboy ranch depression era america
29492,Reform School Girls,jenny sent women reform school run evil warden sutter henchwoman edna jenny stop nothing escape also deal charlie bully
25447,Tapeheads,story ivan josh two dim witted guards love music videos work job prospects form music video production company soon learn business la help mo fuzz soon become hot property goes smoothly try resurrect career favorite r b duo swanky modes
19490,The Bishop's Wife,episcopal bishop henry brougham working months plans elaborate new cathedral hopes paid primarily wealthy stubborn widow losing sight family became churchman first place enter dudley angel sent help dudley help everyone meets necessarily way would preferred exception henry everyone loves henry begins believe dudley replace work family affections christmas approaches
38805,Lilies of the Field,unemployed construction worker heading west stops remote farm desert get water car overheats farm worked group east european catholic nuns headed strict mother superior believes man sent god build much needed church desert
2428,The Greatest Story Ever Told,birth bethlehem death eventual resurrection life jesus christ given treatment epic retelling major aspects christ life touched upon including execution newborn males egypt king herod christ baptism john baptist betrayal judas last supper eventually leads christ crucifixion miraculous return
22013,Elmer Gantry,hedonistic charming con man elmer gantry meets beautiful sister sharon falconer roadside revivalist feigns piousness join act passionate preacher two make successful onstage pair chemistry extends romance show relationship threatened however one gantry decides score settle charismatic performer
15598,Alfie,young man leads promiscuous lifestyle several life reversals make rethink purposes goals life
62127,The Fantasticks,two rural teens sing dance way forbidden romance dangerous travelling carnival
56137,I Know Where I'm Going!,plucky englishwoman joan webster travels remote islands scottish hebrides order marry wealthy industrialist trapped inclement weather isle mull unable continue destination joan finds charmed straightforward islanders around becomes increasingly attracted naval officer torquil macneil holds secret may change life forever
17965,The Abominable Dr. Phibes,famous organist anton phibes horribly disfigured automobile accident rushing side sick wife presumed dead phibes learns wife died operating table convinced doctors responsible begins exacting revenge involved
33250,Real Life,pushy narcissistic filmmaker persuades phoenix family let crew film everyday lives manner pbs series american family
14460,Battle Beyond the Stars,young farmer assembles band diverse mercenaries defend peaceful planet evil tyrant
9594,Double Impact,jean claude van damme plays dual role alex chad twins separated death parents chad raised family retainer paris alex becomes petty crook hong kong seeing picture alex chad rejoins convinces rival hong kong also man killed parents alex suspicious chad especially comes girlfriend
4986,Fuzz,police boston search mad bomber trying extort money city
2453,Harley Davidson and the Marlboro Man,lawless future renegade biker harley davidson surly cowboy buddy marlboro learn corrupt bank foreclose friend bar expanding empire harley marlboro decide help robbing crooked bank accidentally filch drug shipment find run criminal financiers mob rugged action adventure
33676,Losin' It,set 1965 four los angeles school friends woody dave spider wendell go series misadventures head tijuana mexico night cruisin causing trouble lose virginity
4587,Mermaids,charlotte flax tired wacky mom moving family different town time feels necessary move small massachusetts town flax begins dating shopkeeper charlotte sister kate hope finally settle charlotte attraction older man gets way family must learn accept truly
11454,Manhunter,fbi agent graham retired catching hannibal lecter returns duty engage risky game lecktor capture new killer
38718,Reversal of Fortune,wealthy sunny von lies husband claus guilty attempted murder says innocent hires alan dershowitz appeal
4192,Death on the Nile,hercule poirot enjoys luxurious cruise nile newlywed heiress found murdered board poirot identify killer ship reaches end journey
14052,Revenge of the Nerds,adams college jocks rule school house high alpha beta fraternity group misfits try go greek instantly rejected every house campus deciding start fraternity protect outcast brothers campus nerds soon find battle royale alpha betas try crush new rivals
16889,Revenge of the Nerds II: Nerds in Paradise,members lambda lambda lambda fraternity travel fort lauderdale fraternity conference beat attacks rival frat alphas want maintain course want get anywhere pretty girls
26580,4 Little Girls,september 15 1963 bomb destroyed black church birmingham alabama killing four young girls sunday school crime shocked nation defining moment history movement spike lee full story bombing including revealing interview former alabama governor george wallace
21309,River's Edge,group friends must come terms fact one samson killed another jamie faced brutality death must decide whether turn friend police help escape consequences dreadful deed
16263,Girls Just Want to Have Fun,janey new town soon meets lynne shares passion dancing general dance tv particular competition announced find new dance tv regular couple janey lynne determined audition problem janey father approve kind thing
4985,The Longest Yard,football organizes team inmates play team prison guards dilemma warden asks throw game return early release also concerned inmates lack
20704,Necessary Roughness,texas southern armadillos football team disqualified cheating poor grades university forced pick team actually goes school even win single game
853,Enemy at the Gates,russian german sniper play game battle stalingrad wwii
10877,Exit Wounds,maverick cop orin boyd always brings domestic terrorists tracks ruffles feathers unorthodox techniques soon finds reassigned toughest district detroit discovers group detectives secretly operating drug ring boyd joins forces unlikely ally gangster latrell walker bring rotten cops
5257,The Dish,group maverick scientists remote australian sheep farm globe hope obtaining epic images man first steps moon
77,Memento,leonard shelby tracking man raped murdered wife difficulty locating wife killer however compounded fact suffers rare untreatable form memory loss although recall details life accident leonard remember happened fifteen minutes ago going
10833,Heartbreakers,max page brilliant con team grift fine science max targets wealthy willing men marries page seduces max catches husband act palimony city next easy mark
20309,Say It Isn't So,boy meets girl boy falls love wild sex girl boy loses girl discover brother sister learns victim ultimate case mistaken identity lovesick young man everyone still thinks taboo thrills must race across country stop marrying another man
12658,Someone Like You...,jane goodale everything going producer popular daytime talk show hot romance show dashing executive producer ray relationship goes terribly awry jane begins extensive study male animal including womanizing roommate eddie jane puts studies romantic misadventure use pseudonymous sex columnist becomes sensation
10054,Spy Kids,carmen juni think parents boring little know day gregorio ingrid cortez top secret agents respective countries gave life raise children disappearances several old colleagues forces cortez return retirement count carmen juni joining family business
10646,Tomcats,college buddies chip promise group last unmarried man collect cash pot seven years later kitty worth money michael needs pay gambling debt problem single guy hopeless womanizer
2575,The Tailor of Panama,british spy banished panama affair ambassador mistress makes connection local tailor nefarious past connections top political gangster figures panama tailor also wife works panamanian president huge debt mission learn president intends canal
55,Amores perros,fatalistic car crash mexico city sets chain events lives three people supermodel young man wanting run homeless man lives catapulted unforeseen situations instigated seemingly inconsequential destiny dog
65075,Keep the River on Your Right: A Modern Cannibal Tale,1955 tobias schneebaum disappeared depths peruvian amazon guide map vaguest instructions keep river right year later schneebaum emerged covered body paint cannibal titled schneebaum 1969 cult classic memoir formative experiences living amazon keep river right extraordinary story schneebaum return jungle 45 years original visit reunite tribesmen loved gave nightmares nearly half century deeply affecting searing portrait sibling filmmakers laurie david shapiro capture man utter conflict fearless adventurer one charming enigmatic perplexing men ever captured screen
44379,Les Glaneurs et la Glaneuse,varda focuses eye gleaners scour fields odd potato turnip investigation leads forgotten corners french countryside green markets paris following insist finding use society cast whether necessity activism
2043,Along Came a Spider,harrowing death partner detective author alex cross retreated peace retirement brilliant criminal kidnaps senator young daughter alex lured back action teamed secret service agent assigned protect missing girl alex follows serpentine trail clues leads stunning discovery kidnapper wants ransom
4133,Blow,boy named george jung grows struggling family 1950 mother nags husband trying make living family finally revealed george father make living family goes bankrupt george want thing happen friend tuna 1960 suggests deal marijuana big hit california 1960 yet goes jail finds wonders cocaine result released gets rich bringing cocaine america however soon pays price
56715,Just Visiting,knight valet plagued witch repair damage make use services wizard however something goes wrong transported 12th century year knight meets family slowly learns new century like however still needs get back 12th century deal witch starts looking wizard remake 1993 french film les visiteurs visitors
10991,劇場版ポケットモンスター 結晶塔の帝王 ENTEI,molly hale sadness father disappearance gets unknowingly uses unown create dream world along entei believes father entei kidnaps ash mother ash along misty brock invade mansion looking mom trying stop mysteries molly dream world entei
15940,Beautiful Creatures,petula dorothy cover accidental murder one jerk boyfriend hatch hilarious scheme collect huge ransom
26791,Brigham City,wes clayton lawman bishop mormon community called brigham town shaken woman california found murdered clayton young deputy work fbi agent sent investigate civil spiritual leader frightened town clayton must uncover town deepest secrets find murderer keep brigham ripping apart
634,Bridget Jones's Diary,chaotic bridget jones meets snobbish lawyer soon enters world imperfections
10956,Joe Dirt,joe dirt janitor mullet hairdo jeans dream find parents lost grand canyon belligerent trailer blasting van halen economy car irrepressibly optimistic joe hits road alone search folks
19366,Josie and the Pussycats,josie melody val three girl musicians determined take rock band garage straight top remaining true look style sound get record deal brings fame fortune soon realize pawns two people want control youth america must clear names even means losing fame fortune
9519,Chopper,true infamous story australia notorious criminal mark read years crime interest violence drugs prostitutes
13898,دایره,various women struggle function oppressively sexist society contemporary iran
9290,Crocodile Dundee in Los Angeles,settling tiny australian town walkabout creek significant young son mick crocodile dundee thrown loop prestigious los angeles newspaper offers honey job family migrates back united states croc son soon find learning lessons american life many inadvertent
13166,Freddy Got Fingered,unemployed cartoonist moves back parents younger brother freddy parents demand leave begins spread rumors father sexually abusing freddy
32590,The Center of the World,couple checks suite las vegas flashbacks see computer whiz verge becoming millionaire lap dancer club depressed withdrawing work missing meetings investors wants connection offers spend three nights vegas accepts conditions mutual attraction stirring
52654,The Luzhin Defence,based upon novel vladimir nabokov chess grandmaster travels italy 1920s play tournament falls love
70282,The Visit,young man dying prison brings family together fateful visit proceeds put life back together
111,Scarface,getting green card exchange assassinating cuban government official tony montana stakes claim drug trade miami viciously murdering anyone stands way tony eventually becomes biggest drug lord state controlling nearly cocaine comes miami increased pressure police wars colombian drug cartels paranoia serve fuel flames eventual downfall
32488,Days of Wine and Roses,alcoholic falls love gets married young woman systematically addicts booze share passion together
10477,Driven,talented rookie driver jimmy bly started losing focus begins slip race rankings wonder immense pressure shoveled overly ambitious promoter brother well bly romance arch rival girlfriend sophia much riding bly car owner carl henry brings former racing star joe tanto board help bly drive bly back top rankings tanto must first deal emotional scars left tragic racing accident nearly took life
2144,One Night at McCool's,jewel murders boyfriend moves randy bartender mccool cousin carl driven crazy jewel detective dehling investigating murder also gets smitten
24113,Town & Country,porter stoddard new york architect crossroads nexus twists turns lead myriad missteps wife ellie others longtime friends mona husband griffin deciding direction take often leads unexpected encounters hilarious consequences
1734,The Mummy Returns,rick evelyn connell along son alex discover key legendary scorpion king might fabled bracelet anubis unfortunately newly resurrected imhotep designs bracelet well kidnapping new bearer alex gain control anubis otherworldly army
4973,Sous le Sable,husband goes missing beach female professor begins mentally disintegrate denial disappearance becomes delusional
849,Krull,prince fellowship companions set rescue bride fortress alien invaders arrived home planet
27223,Lost in America,david linda howard successful yuppies la gets job disappointment david convinces linda quit jobs liquidate assets emulate movie easy rider spending rest lives traveling around america winnebago
39266,Triumph des Willens,showcase german chancellor nazi party leader adolf hitler 1934 nuremberg rally
11307,The World According to Garp,struggling young writer finds life work dominated unfaithful wife radical feminist mother whose manifesto turns cultural icon
11163,Fellini – satyricon,young lover gitone leaves another man encolpio decides kill sudden earthquake destroys home chance wandering around rome time nero encolpio encounters one bizarre surreal scene another
18691,Frankie and Johnny,johnny riverboat entertainer big gambling problem tells johnny change luck appearance new luck soon causes cat fight johnny girlfriend frankie
3784,Frankie and Johnny,johnny released prison following forgery charge quickly lands job cook new york diner following brief fling waitress cora frankie develops attraction cora friend fellow waitress frankie frankie resists johnny charms initially eventually relents best friend tim persuades give johnny chance
11936,La città delle donne,businessman finds trapped hotel threatened women en masse
25221,For the Boys,uso tour world war ii entertainer eddie sparks needs partner round act soon hiring performer dixie leonard eddie decides wants show mostly upstages dixie close leaving accord uncle art silver convinces stay years wars go eddie dixie experience tumultuous relationship onstage continue act troops
19494,Nine to Five,frank hart pig takes advantage women work grossest manner three assistants manage trap house assume control department productivity leaps long keep hart tied
40842,Norma Rae,norma rae southern textile worker employed factory intolerable working conditions concern situation gives gumption key associate visiting labor union organizer together undertake difficult possibly dangerous struggle unionize factory
19357,Summer Rental,jack chester overworked air traffic controller takes family vacation beach things immediately start go wrong chesters steadily get worse jack ends feud local yachtsman race regain pride family respect
33743,"The 5,000 Fingers of Dr. T.",young bart collins lives widowed mother heloise major blight bart existence hated piano lessons forced endure tutelage autocratic terwilliker bart feels mother fallen terwilliker sinister influence gripes visiting plumber august zabladowski without much result grimly hammering away lessons bart dozes enters fantastical musical dream
9062,Love Story,harvard law student oliver barrett iv music student jennifer cavilleri share chemistry deny love ignore despite opposite backgrounds young couple put hearts line marry oliver wealthy father threatens disown jenny tries reconcile barrett men avail
11174,Pelle Erobreren,late 19th century two swedish emigrants lasse karlsson son pelle arrive danish island bornholm hoping find work farm save enough money travel united states america
934,Du rififi chez les hommes,prison stretch jewel thief tony turns quick job friend jo offers discovers old girlfriend mado become lover local gangster pierre grutter tony absence expanding minor jewel heist tony crew appear get away clean actions job completed threaten lives everyone involved
9476,A Knight's Tale,william thatcher knight peasant apprentice gets chance glory knight dies suddenly posing knight william wo stop crowned tournament matters heart get way
37691,Bread and Roses,maya young woman comes mexican border without papers makes way la home older sister rosa rosa gets maya job janitor janitorial service contract supervisor fire workers whim union assigned organizer sam shapiro bring justice janitors campaign building sam finds maya willing listener also attracted rosa resists ailing husband consider workers try public support management intimidates workers divide conquer rosa maya well workers management may set collide
14268,Startup.com,friends since high school kaleil isaza tuzman tom herman idea web site people conduct business municipal governments documentary tracks rise fall may 1999 december 2000 trials business brings relationship best friends kaleil raises money tom technical chief third partner wants buy girlfriends come go tom daughter needs attention always need cash improving site venture capital comes millions kaleil cnn magazine covers business friendship crash first
5852,Angel Eyes,story seemingly unlikely couple cross paths circumstances though destined meet save lives twice
808,Shrek,ai easy bein green especially likable albeit smelly ogre named shrek mission retrieve gorgeous princess clutches dragon shrek teams unlikely compatriot wisecracking donkey
49453,Fast Food Fast Women,important truth falling love bella manhattan waitress turn 35 stuck affair going nowhere paul widower facing old age alone bella mother sets bruno likes whose expects two children stay awhile bruno learns maturity young daughter paul answers personals ad placed widow 60 two couples along one paul older pals jungian stripper sort initiate relationship days someone like disappoints tell truth
824,Moulin Rouge!,celebration love creative inspiration takes place infamous gaudy glamorous parisian nightclub cusp 20th century young poet plunged heady world moulin rouge begins passionate affair club notorious beautiful star
676,Pearl Harbor,lifelong friendship rafe mccawley danny walker put ultimate test two ace fighter pilots become entangled love triangle beautiful naval nurse evelyn johnson rivalry immediately put hold find center japan devastating attack pearl harbor 7 1941
26813,Himalaya - l'enfance d'un chef,denizens tibetan village prepare arduous annual trek exchange salt grain community allegiances split aging chieftain tinle thilen lhondup rebellious young karma gurgon kyap tinle tries maintain clout preserve obedience ancient customs karma challenges old man power
29572,The Man Who Cried,young refugee travels russia america search lost father falls love gypsy horseman
50541,Ice Castles,alexis top world tragic accident dashes hopes dreams becoming figure skater help love prove world still potential realize dreams
26255,Love Potion No. 9,unlucky love chemist paul matthews visits gypsy madame rosa help quickly realizing hopeless nerd gifts love potion 8 makes anyone wears irresistible opposite sex four hours paul animal psychologist coworker diane farrow decide test awkward pair suddenly find alluring anyone approach soon realize attracted
1406,City Slickers,three new york businessmen decide take wild west vacation turns relaxing vacation envisioned
13554,Eight Men Out,dramatization black sox scandal underpaid chicago white sox accepted bribes deliberately lose 1919 world series
17664,The Horse Soldiers,union cavalry outfit sent behind confederate lines strength destroy rail supply center along sent doctor causes instant antipathy commander secret plan mission overheard southern belle must taken along assure silence
41050,La notte,day life unfaithful married couple steadily deteriorating relationship milan
1632,Mississippi Burning,two fbi agents investigating murder civil rights workers 60s seek breach conspiracy silence small southern town segregation divides black white younger agent trained fbi school runs small town ways partner former sheriff
966,The Magnificent Seven,oppressed mexican peasant village hires seven gunfighters help defend homes
301,Rio Bravo,sheriff small town southwest texas must keep custody murderer whose brother powerful rancher trying help escape friend killed trying muster support deputies must find way hold rancher hired guns marshal arrives meantime matters complicated presence young gunslinger mysterious beauty came last stagecoach
11896,Throw Momma from the Train,larry donner author cruel teaches writing workshop one students owen fed domineering mother owen watches hitchcock classic seems mirror life decides put movie plot action offers kill larry larry promises murder mom larry gets chance react plan seems owen already set things motion
25538,一一,member family taipei asks hard questions life meaning live everyday quandaries nj morose brother owes money mother coma wife suffers spiritual crisis finds life blank business partners make bad decisions
5923,The Sand Pebbles,engineer jake holman arrives aboard gunboat uss san pablo assigned patrol tributary yangtze middle exploited 1926 china iconoclasm cynical nature soon clash system runs ship uneasy symbiosis chinese foreigner river hostility towards gunboat presence reaches climax boat must crash rescue missionaries upriver china light mission
15497,Twelve O'Clock High,early days daylight bombing raids germany general frank savage must take command luck bomber group much story deals struggle whip group disciplined fighting unit spite heavy losses withering attacks german fighters targets
21876,Von Ryan's Express,von ryan express stars frank sinatra pow colonel leads daring escape wwii italy taking freight train win british soldiers finds commanding
11090,The Animal,loser marvin mange involved horrible car accident brought back life deranged scientist half man half animal newfound powers awesome adverse side effects could take life marvin must fight control crazy primal urges around new squeeze rianna rival sgt sisk think one cool cat
